state,station_no,station_name,latitude,longitude,year,month,storage_percent_full,capacity_GL,owner
NSW,NSW001,NSW Lower Dam #1,-33.941869,153.074072,2024,12,59.9,306.2,NSW - Water NSW
NSW,NSW001,NSW Lower Dam #1,-33.941869,153.074072,2025,1,68.0,306.2,NSW - Water NSW
NSW,NSW001,NSW Lower Dam #1,-33.941869,153.074072,2025,2,72.9,306.2,NSW - Water NSW
NSW,NSW001,NSW Lower Dam #1,-33.941869,153.074072,2025,3,68.2,306.2,NSW - Water NSW
NSW,NSW001,NSW Lower Dam #1,-33.941869,153.074072,2025,4,67.4,306.2,NSW - Water NSW
NSW,NSW001,NSW Lower Dam #1,-33.941869,153.074072,2025,5,55.5,306.2,NSW - Water NSW
NSW,NSW001,NSW Lower Dam #1,-33.941869,153.074072,2025,6,70.0,306.2,NSW - Water NSW
NSW,NSW001,NSW Lower Dam #1,-33.941869,153.074072,2025,7,42.9,306.2,NSW - Water NSW
NSW,NSW001,NSW Lower Dam #1,-33.941869,153.074072,2025,8,47.4,306.2,NSW - Water NSW
NSW,NSW001,NSW Lower Dam #1,-33.941869,153.074072,2025,9,53.1,306.2,NSW - Water NSW
NSW,NSW001,NSW Lower Dam #1,-33.941869,153.074072,2025,10,49.9,306.2,NSW - Water NSW
NSW,NSW001,NSW Lower Dam #1,-33.941869,153.074072,2025,11,69.7,306.2,NSW - Water NSW
NSW,NSW001,NSW Lower Dam #1,-33.941869,153.074072,2025,12,72.5,306.2,NSW - Water NSW
NSW,NSW002,NSW East Reservoir #2,-35.131724,146.211863,2020,1,67.2,314.4,NSW - Water NSW
NSW,NSW002,NSW East Reservoir #2,-35.131724,146.211863,2020,2,67.7,314.4,NSW - Water NSW
NSW,NSW002,NSW East Reservoir #2,-35.131724,146.211863,2020,3,72.6,314.4,NSW - Water NSW
NSW,NSW002,NSW East Reservoir #2,-35.131724,146.211863,2020,4,64.1,314.4,NSW - Water NSW
NSW,NSW002,NSW East Reservoir #2,-35.131724,146.211863,2020,5,53.9,314.4,NSW - Water NSW
NSW,NSW002,NSW East Reservoir #2,-35.131724,146.211863,2020,6,56.5,314.4,NSW - Water NSW
NSW,NSW002,NSW East Reservoir #2,-35.131724,146.211863,2020,7,52.7,314.4,NSW - Water NSW
NSW,NSW002,NSW East Reservoir #2,-35.131724,146.211863,2020,8,59.2,314.4,NSW - Water NSW
NSW,NSW002,NSW East Reservoir #2,-35.131724,146.211863,2020,9,52.9,314.4,NSW - Water NSW
NSW,NSW002,NSW East Reservoir #2,-35.131724,146.211863,2020,10,60.1,314.4,NSW - Water NSW
NSW,NSW002,NSW East Reservoir #2,-35.131724,146.211863,2020,11,64.7,314.4,NSW - Water NSW
NSW,NSW002,NSW East Reservoir #2,-35.131724,146.211863,2020,12,62.0,314.4,NSW - Water NSW
NSW,NSW002,NSW East Reservoir #2,-35.131724,146.211863,2021,1,81.9,314.4,NSW - Water NSW
NSW,NSW002,NSW East Reservoir #2,-35.131724,146.211863,2021,2,80.3,314.4,NSW - Water NSW
NSW,NSW002,NSW East Reservoir #2,-35.131724,146.211863,2021,3,75.1,314.4,NSW - Water NSW
NSW,NSW002,NSW East Reservoir #2,-35.131724,146.211863,2021,4,68.7,314.4,NSW - Water NSW
NSW,NSW002,NSW East Reservoir #2,-35.131724,146.211863,2021,5,56.6,314.4,NSW - Water NSW
NSW,NSW002,NSW East Reservoir #2,-35.131724,146.211863,2021,6,58.9,314.4,NSW - Water NSW
NSW,NSW002,NSW East Reservoir #2,-35.131724,146.211863,2021,7,58.0,314.4,NSW - Water NSW
NSW,NSW002,NSW East Reservoir #2,-35.131724,146.211863,2021,8,56.6,314.4,NSW - Water NSW
NSW,NSW002,NSW East Reservoir #2,-35.131724,146.211863,2021,9,64.1,314.4,NSW - Water NSW
NSW,NSW002,NSW East Reservoir #2,-35.131724,146.211863,2021,10,72.5,314.4,NSW - Water NSW
NSW,NSW002,NSW East Reservoir #2,-35.131724,146.211863,2021,11,86.4,314.4,NSW - Water NSW
NSW,NSW002,NSW East Reservoir #2,-35.131724,146.211863,2021,12,79.8,314.4,NSW - Water NSW
NSW,NSW002,NSW East Reservoir #2,-35.131724,146.211863,2022,1,83.6,314.4,NSW - Water NSW
NSW,NSW002,NSW East Reservoir #2,-35.131724,146.211863,2022,2,80.3,314.4,NSW - Water NSW
NSW,NSW002,NSW East Reservoir #2,-35.131724,146.211863,2022,3,65.6,314.4,NSW - Water NSW
NSW,NSW002,NSW East Reservoir #2,-35.131724,146.211863,2022,4,71.9,314.4,NSW - Water NSW
NSW,NSW002,NSW East Reservoir #2,-35.131724,146.211863,2022,5,67.5,314.4,NSW - Water NSW
NSW,NSW002,NSW East Reservoir #2,-35.131724,146.211863,2022,6,78.2,314.4,NSW - Water NSW
NSW,NSW002,NSW East Reservoir #2,-35.131724,146.211863,2022,7,60.9,314.4,NSW - Water NSW
NSW,NSW002,NSW East Reservoir #2,-35.131724,146.211863,2022,8,65.2,314.4,NSW - Water NSW
NSW,NSW002,NSW East Reservoir #2,-35.131724,146.211863,2022,9,66.9,314.4,NSW - Water NSW
NSW,NSW002,NSW East Reservoir #2,-35.131724,146.211863,2022,10,65.1,314.4,NSW - Water NSW
NSW,NSW002,NSW East Reservoir #2,-35.131724,146.211863,2022,11,84.0,314.4,NSW - Water NSW
NSW,NSW002,NSW East Reservoir #2,-35.131724,146.211863,2022,12,85.3,314.4,NSW - Water NSW
NSW,NSW002,NSW East Reservoir #2,-35.131724,146.211863,2023,1,82.8,314.4,NSW - Water NSW
NSW,NSW002,NSW East Reservoir #2,-35.131724,146.211863,2023,2,71.3,314.4,NSW - Water NSW
NSW,NSW002,NSW East Reservoir #2,-35.131724,146.211863,2023,3,81.5,314.4,NSW - Water NSW
NSW,NSW002,NSW East Reservoir #2,-35.131724,146.211863,2023,4,59.7,314.4,NSW - Water NSW
NSW,NSW002,NSW East Reservoir #2,-35.131724,146.211863,2023,5,66.6,314.4,NSW - Water NSW
NSW,NSW002,NSW East Reservoir #2,-35.131724,146.211863,2023,6,72.6,314.4,NSW - Water NSW
NSW,NSW002,NSW East Reservoir #2,-35.131724,146.211863,2023,7,52.2,314.4,NSW - Water NSW
NSW,NSW002,NSW East Reservoir #2,-35.131724,146.211863,2023,8,56.0,314.4,NSW - Water NSW
NSW,NSW002,NSW East Reservoir #2,-35.131724,146.211863,2023,9,63.7,314.4,NSW - Water NSW
NSW,NSW002,NSW East Reservoir #2,-35.131724,146.211863,2023,10,65.1,314.4,NSW - Water NSW
NSW,NSW002,NSW East Reservoir #2,-35.131724,146.211863,2023,11,63.8,314.4,NSW - Water NSW
NSW,NSW002,NSW East Reservoir #2,-35.131724,146.211863,2023,12,77.2,314.4,NSW - Water NSW
NSW,NSW002,NSW East Reservoir #2,-35.131724,146.211863,2024,1,66.7,314.4,NSW - Water NSW
NSW,NSW002,NSW East Reservoir #2,-35.131724,146.211863,2024,2,74.6,314.4,NSW - Water NSW
NSW,NSW002,NSW East Reservoir #2,-35.131724,146.211863,2024,3,62.6,314.4,NSW - Water NSW
NSW,NSW002,NSW East Reservoir #2,-35.131724,146.211863,2024,4,72.4,314.4,NSW - Water NSW
NSW,NSW002,NSW East Reservoir #2,-35.131724,146.211863,2024,5,53.4,314.4,NSW - Water NSW
NSW,NSW002,NSW East Reservoir #2,-35.131724,146.211863,2024,6,52.5,314.4,NSW - Water NSW
NSW,NSW002,NSW East Reservoir #2,-35.131724,146.211863,2024,7,58.0,314.4,NSW - Water NSW
NSW,NSW002,NSW East Reservoir #2,-35.131724,146.211863,2024,8,47.0,314.4,NSW - Water NSW
NSW,NSW002,NSW East Reservoir #2,-35.131724,146.211863,2024,9,59.5,314.4,NSW - Water NSW
NSW,NSW002,NSW East Reservoir #2,-35.131724,146.211863,2024,10,70.9,314.4,NSW - Water NSW
NSW,NSW002,NSW East Reservoir #2,-35.131724,146.211863,2024,11,58.5,314.4,NSW - Water NSW
NSW,NSW002,NSW East Reservoir #2,-35.131724,146.211863,2024,12,72.9,314.4,NSW - Water NSW
NSW,NSW002,NSW East Reservoir #2,-35.131724,146.211863,2025,1,75.7,314.4,NSW - Water NSW
NSW,NSW002,NSW East Reservoir #2,-35.131724,146.211863,2025,2,77.4,314.4,NSW - Water NSW
NSW,NSW002,NSW East Reservoir #2,-35.131724,146.211863,2025,3,61.7,314.4,NSW - Water NSW
NSW,NSW002,NSW East Reservoir #2,-35.131724,146.211863,2025,4,56.2,314.4,NSW - Water NSW
NSW,NSW002,NSW East Reservoir #2,-35.131724,146.211863,2025,5,62.2,314.4,NSW - Water NSW
NSW,NSW002,NSW East Reservoir #2,-35.131724,146.211863,2025,6,57.2,314.4,NSW - Water NSW
NSW,NSW002,NSW East Reservoir #2,-35.131724,146.211863,2025,7,55.6,314.4,NSW - Water NSW
NSW,NSW002,NSW East Reservoir #2,-35.131724,146.211863,2025,8,57.5,314.4,NSW - Water NSW
NSW,NSW002,NSW East Reservoir #2,-35.131724,146.211863,2025,9,55.0,314.4,NSW - Water NSW
NSW,NSW002,NSW East Reservoir #2,-35.131724,146.211863,2025,10,65.5,314.4,NSW - Water NSW
NSW,NSW002,NSW East Reservoir #2,-35.131724,146.211863,2025,11,70.9,314.4,NSW - Water NSW
NSW,NSW002,NSW East Reservoir #2,-35.131724,146.211863,2025,12,68.5,314.4,NSW - Water NSW
NSW,NSW003,NSW Main Weir #3,-37.451915,143.042262,2020,1,85.2,242.1,NSW - Water NSW
NSW,NSW003,NSW Main Weir #3,-37.451915,143.042262,2020,2,80.3,242.1,NSW - Water NSW
NSW,NSW003,NSW Main Weir #3,-37.451915,143.042262,2020,3,66.5,242.1,NSW - Water NSW
NSW,NSW003,NSW Main Weir #3,-37.451915,143.042262,2020,4,62.7,242.1,NSW - Water NSW
NSW,NSW003,NSW Main Weir #3,-37.451915,143.042262,2020,5,55.5,242.1,NSW - Water NSW
NSW,NSW003,NSW Main Weir #3,-37.451915,143.042262,2020,6,63.2,242.1,NSW - Water NSW
NSW,NSW003,NSW Main Weir #3,-37.451915,143.042262,2020,7,64.9,242.1,NSW - Water NSW
NSW,NSW003,NSW Main Weir #3,-37.451915,143.042262,2020,8,61.1,242.1,NSW - Water NSW
NSW,NSW003,NSW Main Weir #3,-37.451915,143.042262,2020,9,67.9,242.1,NSW - Water NSW
NSW,NSW003,NSW Main Weir #3,-37.451915,143.042262,2020,10,62.0,242.1,NSW - Water NSW
NSW,NSW003,NSW Main Weir #3,-37.451915,143.042262,2020,11,73.1,242.1,NSW - Water NSW
NSW,NSW003,NSW Main Weir #3,-37.451915,143.042262,2020,12,67.7,242.1,NSW - Water NSW
NSW,NSW003,NSW Main Weir #3,-37.451915,143.042262,2021,1,80.6,242.1,NSW - Water NSW
NSW,NSW003,NSW Main Weir #3,-37.451915,143.042262,2021,2,89.2,242.1,NSW - Water NSW
NSW,NSW003,NSW Main Weir #3,-37.451915,143.042262,2021,3,78.8,242.1,NSW - Water NSW
NSW,NSW003,NSW Main Weir #3,-37.451915,143.042262,2021,4,82.5,242.1,NSW - Water NSW
NSW,NSW003,NSW Main Weir #3,-37.451915,143.042262,2021,5,73.5,242.1,NSW - Water NSW
NSW,NSW003,NSW Main Weir #3,-37.451915,143.042262,2021,6,83.0,242.1,NSW - Water NSW
NSW,NSW003,NSW Main Weir #3,-37.451915,143.042262,2021,7,65.8,242.1,NSW - Water NSW
NSW,NSW003,NSW Main Weir #3,-37.451915,143.042262,2021,8,58.1,242.1,NSW - Water NSW
NSW,NSW003,NSW Main Weir #3,-37.451915,143.042262,2021,9,70.0,242.1,NSW - Water NSW
NSW,NSW003,NSW Main Weir #3,-37.451915,143.042262,2021,10,69.5,242.1,NSW - Water NSW
NSW,NSW003,NSW Main Weir #3,-37.451915,143.042262,2021,11,86.1,242.1,NSW - Water NSW
NSW,NSW003,NSW Main Weir #3,-37.451915,143.042262,2021,12,84.2,242.1,NSW - Water NSW
NSW,NSW003,NSW Main Weir #3,-37.451915,143.042262,2022,1,86.4,242.1,NSW - Water NSW
NSW,NSW003,NSW Main Weir #3,-37.451915,143.042262,2022,2,85.2,242.1,NSW - Water NSW
NSW,NSW003,NSW Main Weir #3,-37.451915,143.042262,2022,3,86.7,242.1,NSW - Water NSW
NSW,NSW003,NSW Main Weir #3,-37.451915,143.042262,2022,4,74.5,242.1,NSW - Water NSW
NSW,NSW003,NSW Main Weir #3,-37.451915,143.042262,2022,5,76.9,242.1,NSW - Water NSW
NSW,NSW003,NSW Main Weir #3,-37.451915,143.042262,2022,6,74.9,242.1,NSW - Water NSW
NSW,NSW003,NSW Main Weir #3,-37.451915,143.042262,2022,7,65.2,242.1,NSW - Water NSW
NSW,NSW003,NSW Main Weir #3,-37.451915,143.042262,2022,8,63.0,242.1,NSW - Water NSW
NSW,NSW003,NSW Main Weir #3,-37.451915,143.042262,2022,9,69.2,242.1,NSW - Water NSW
NSW,NSW003,NSW Main Weir #3,-37.451915,143.042262,2022,10,81.5,242.1,NSW - Water NSW
NSW,NSW003,NSW Main Weir #3,-37.451915,143.042262,2022,11,82.8,242.1,NSW - Water NSW
NSW,NSW003,NSW Main Weir #3,-37.451915,143.042262,2022,12,89.7,242.1,NSW - Water NSW
NSW,NSW003,NSW Main Weir #3,-37.451915,143.042262,2023,1,93.8,242.1,NSW - Water NSW
NSW,NSW003,NSW Main Weir #3,-37.451915,143.042262,2023,2,83.3,242.1,NSW - Water NSW
NSW,NSW003,NSW Main Weir #3,-37.451915,143.042262,2023,3,73.4,242.1,NSW - Water NSW
NSW,NSW003,NSW Main Weir #3,-37.451915,143.042262,2023,4,79.6,242.1,NSW - Water NSW
NSW,NSW003,NSW Main Weir #3,-37.451915,143.042262,2023,5,68.6,242.1,NSW - Water NSW
NSW,NSW003,NSW Main Weir #3,-37.451915,143.042262,2023,6,69.8,242.1,NSW - Water NSW
NSW,NSW003,NSW Main Weir #3,-37.451915,143.042262,2023,7,69.6,242.1,NSW - Water NSW
NSW,NSW003,NSW Main Weir #3,-37.451915,143.042262,2023,8,58.8,242.1,NSW - Water NSW
NSW,NSW003,NSW Main Weir #3,-37.451915,143.042262,2023,9,76.5,242.1,NSW - Water NSW
NSW,NSW003,NSW Main Weir #3,-37.451915,143.042262,2023,10,78.7,242.1,NSW - Water NSW
NSW,NSW003,NSW Main Weir #3,-37.451915,143.042262,2023,11,74.6,242.1,NSW - Water NSW
NSW,NSW003,NSW Main Weir #3,-37.451915,143.042262,2023,12,83.7,242.1,NSW - Water NSW
NSW,NSW003,NSW Main Weir #3,-37.451915,143.042262,2024,1,79.8,242.1,NSW - Water NSW
NSW,NSW003,NSW Main Weir #3,-37.451915,143.042262,2024,2,77.1,242.1,NSW - Water NSW
NSW,NSW003,NSW Main Weir #3,-37.451915,143.042262,2024,3,78.5,242.1,NSW - Water NSW
NSW,NSW003,NSW Main Weir #3,-37.451915,143.042262,2024,4,76.9,242.1,NSW - Water NSW
NSW,NSW003,NSW Main Weir #3,-37.451915,143.042262,2024,5,63.3,242.1,NSW - Water NSW
NSW,NSW003,NSW Main Weir #3,-37.451915,143.042262,2024,6,67.6,242.1,NSW - Water NSW
NSW,NSW003,NSW Main Weir #3,-37.451915,143.042262,2024,7,64.2,242.1,NSW - Water NSW
NSW,NSW003,NSW Main Weir #3,-37.451915,143.042262,2024,8,61.0,242.1,NSW - Water NSW
NSW,NSW003,NSW Main Weir #3,-37.451915,143.042262,2024,9,64.3,242.1,NSW - Water NSW
NSW,NSW003,NSW Main Weir #3,-37.451915,143.042262,2024,10,61.3,242.1,NSW - Water NSW
NSW,NSW003,NSW Main Weir #3,-37.451915,143.042262,2024,11,64.2,242.1,NSW - Water NSW
NSW,NSW003,NSW Main Weir #3,-37.451915,143.042262,2024,12,77.9,242.1,NSW - Water NSW
NSW,NSW003,NSW Main Weir #3,-37.451915,143.042262,2025,1,74.1,242.1,NSW - Water NSW
NSW,NSW003,NSW Main Weir #3,-37.451915,143.042262,2025,2,77.7,242.1,NSW - Water NSW
NSW,NSW003,NSW Main Weir #3,-37.451915,143.042262,2025,3,71.0,242.1,NSW - Water NSW
NSW,NSW003,NSW Main Weir #3,-37.451915,143.042262,2025,4,58.5,242.1,NSW - Water NSW
NSW,NSW003,NSW Main Weir #3,-37.451915,143.042262,2025,5,66.4,242.1,NSW - Water NSW
NSW,NSW003,NSW Main Weir #3,-37.451915,143.042262,2025,6,58.1,242.1,NSW - Water NSW
NSW,NSW003,NSW Main Weir #3,-37.451915,143.042262,2025,7,59.7,242.1,NSW - Water NSW
NSW,NSW003,NSW Main Weir #3,-37.451915,143.042262,2025,8,55.2,242.1,NSW - Water NSW
NSW,NSW003,NSW Main Weir #3,-37.451915,143.042262,2025,9,62.2,242.1,NSW - Water NSW
NSW,NSW003,NSW Main Weir #3,-37.451915,143.042262,2025,10,78.6,242.1,NSW - Water NSW
NSW,NSW003,NSW Main Weir #3,-37.451915,143.042262,2025,11,75.0,242.1,NSW - Water NSW
NSW,NSW003,NSW Main Weir #3,-37.451915,143.042262,2025,12,81.2,242.1,NSW - Water NSW
NSW,NSW004,NSW Lower Dam #4,-36.689199,141.656358,2020,1,78.5,236.0,NSW - Water NSW
NSW,NSW004,NSW Lower Dam #4,-36.689199,141.656358,2020,2,68.1,236.0,NSW - Water NSW
NSW,NSW004,NSW Lower Dam #4,-36.689199,141.656358,2020,3,48.5,236.0,NSW - Water NSW
NSW,NSW004,NSW Lower Dam #4,-36.689199,141.656358,2020,4,56.8,236.0,NSW - Water NSW
NSW,NSW004,NSW Lower Dam #4,-36.689199,141.656358,2020,5,46.7,236.0,NSW - Water NSW
NSW,NSW004,NSW Lower Dam #4,-36.689199,141.656358,2020,6,52.1,236.0,NSW - Water NSW
NSW,NSW004,NSW Lower Dam #4,-36.689199,141.656358,2020,7,40.9,236.0,NSW - Water NSW
NSW,NSW004,NSW Lower Dam #4,-36.689199,141.656358,2020,8,46.3,236.0,NSW - Water NSW
NSW,NSW004,NSW Lower Dam #4,-36.689199,141.656358,2020,9,53.7,236.0,NSW - Water NSW
NSW,NSW004,NSW Lower Dam #4,-36.689199,141.656358,2020,10,60.8,236.0,NSW - Water NSW
NSW,NSW004,NSW Lower Dam #4,-36.689199,141.656358,2020,11,53.4,236.0,NSW - Water NSW
NSW,NSW004,NSW Lower Dam #4,-36.689199,141.656358,2020,12,62.3,236.0,NSW - Water NSW
NSW,NSW004,NSW Lower Dam #4,-36.689199,141.656358,2021,1,70.8,236.0,NSW - Water NSW
NSW,NSW004,NSW Lower Dam #4,-36.689199,141.656358,2021,2,68.4,236.0,NSW - Water NSW
NSW,NSW004,NSW Lower Dam #4,-36.689199,141.656358,2021,3,79.2,236.0,NSW - Water NSW
NSW,NSW004,NSW Lower Dam #4,-36.689199,141.656358,2021,4,66.1,236.0,NSW - Water NSW
NSW,NSW004,NSW Lower Dam #4,-36.689199,141.656358,2021,5,51.1,236.0,NSW - Water NSW
NSW,NSW004,NSW Lower Dam #4,-36.689199,141.656358,2021,6,60.5,236.0,NSW - Water NSW
NSW,NSW004,NSW Lower Dam #4,-36.689199,141.656358,2021,7,66.4,236.0,NSW - Water NSW
NSW,NSW004,NSW Lower Dam #4,-36.689199,141.656358,2021,8,61.2,236.0,NSW - Water NSW
NSW,NSW004,NSW Lower Dam #4,-36.689199,141.656358,2021,9,49.5,236.0,NSW - Water NSW
NSW,NSW004,NSW Lower Dam #4,-36.689199,141.656358,2021,10,60.7,236.0,NSW - Water NSW
NSW,NSW004,NSW Lower Dam #4,-36.689199,141.656358,2021,11,76.2,236.0,NSW - Water NSW
NSW,NSW004,NSW Lower Dam #4,-36.689199,141.656358,2021,12,68.1,236.0,NSW - Water NSW
NSW,NSW004,NSW Lower Dam #4,-36.689199,141.656358,2022,1,78.3,236.0,NSW - Water NSW
NSW,NSW004,NSW Lower Dam #4,-36.689199,141.656358,2022,2,79.0,236.0,NSW - Water NSW
NSW,NSW004,NSW Lower Dam #4,-36.689199,141.656358,2022,3,65.1,236.0,NSW - Water NSW
NSW,NSW004,NSW Lower Dam #4,-36.689199,141.656358,2022,4,65.3,236.0,NSW - Water NSW
NSW,NSW004,NSW Lower Dam #4,-36.689199,141.656358,2022,5,41.2,236.0,NSW - Water NSW
NSW,NSW004,NSW Lower Dam #4,-36.689199,141.656358,2022,6,50.8,236.0,NSW - Water NSW
NSW,NSW004,NSW Lower Dam #4,-36.689199,141.656358,2022,7,54.1,236.0,NSW - Water NSW
NSW,NSW004,NSW Lower Dam #4,-36.689199,141.656358,2022,8,49.5,236.0,NSW - Water NSW
NSW,NSW004,NSW Lower Dam #4,-36.689199,141.656358,2022,9,70.4,236.0,NSW - Water NSW
NSW,NSW004,NSW Lower Dam #4,-36.689199,141.656358,2022,10,57.1,236.0,NSW - Water NSW
NSW,NSW004,NSW Lower Dam #4,-36.689199,141.656358,2022,11,68.0,236.0,NSW - Water NSW
NSW,NSW004,NSW Lower Dam #4,-36.689199,141.656358,2022,12,75.1,236.0,NSW - Water NSW
NSW,NSW004,NSW Lower Dam #4,-36.689199,141.656358,2023,1,80.3,236.0,NSW - Water NSW
NSW,NSW004,NSW Lower Dam #4,-36.689199,141.656358,2023,2,61.7,236.0,NSW - Water NSW
